Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,datetime,criteria_observed,co_stale_hours,no2_stale_hours,sensor_stale_hours,i_co,i_no2,i_c6h6,current_air_quality_index,dominant_pollutant,next_day_air_quality_index,hazardous_air_day,hour,day_of_week,is_weekend,month,season,sin_hour,cos_hour,sin_month,cos_month,target_day_of_week,target_is_weekend,current_air_quality_index_lag_1,current_air_quality_index_lag_2,current_air_quality_index_lag_3,current_air_quality_index_lag_6,current_air_quality_index_lag_12,current_air_quality_index_lag_24,current_air_quality_index_lag_48,current_air_quality_index_lag_72,current_air_quality_index_lag_144,CO(GT)_lag_1,CO(GT)_lag_2,CO(GT)_lag_3,CO(GT)_lag_24,CO(GT)_lag_48,NO2(GT)_lag_1,NO2(GT)_lag_2,NO2(GT)_lag_3,NO2(GT)_lag_24,NO2(GT)_lag_48,C6H6(GT)_lag_1,C6H6(GT)_lag_2,C6H6(GT)_lag_3,C6H6(GT)_lag_24,C6H6(GT)_lag_48,NOx(GT)_lag_1,NOx(GT)_lag_2,NOx(GT)_lag_3,NOx(GT)_lag_24,NOx(GT)_lag_48,T_lag_1,T_lag_2,T_lag_3,T_lag_24,T_lag_48,RH_lag_1,RH_lag_2,RH_lag_3,RH_lag_24,RH_lag_48,PT08.S1(CO)_lag_1,PT08.S1(CO)_lag_2,PT08.S1(CO)_lag_3,PT08.S1(CO)_lag_24,PT08.S1(CO)_lag_48,PT08.S3(NOx)_lag_1,PT08.S3(NOx)_lag_2,PT08.S3(NOx)_lag_3,PT08.S3(NOx)_lag_24,PT08.S3(NOx)_lag_48,PT08.S5(O3)_lag_1,PT08.S5(O3)_lag_2,PT08.S5(O3)_lag_3,PT08.S5(O3)_lag_24,PT08.S5(O3)_lag_48,current_air_quality_index_rolling_mean_6h,current_air_quality_index_rolling_std_6h,current_air_quality_index_rolling_mean_12h,current_air_quality_index_rolling_std_12h,current_air_quality_index_rolling_mean_24h,current_air_quality_index_rolling_std_24h,CO(GT)_rolling_mean_6h,CO(GT)_rolling_std_6h,CO(GT)_rolling_mean_12h,CO(GT)_rolling_std_12h,CO(GT)_rolling_mean_24h,CO(GT)_rolling_std_24h,NO2(GT)_rolling_mean_6h,NO2(GT)_rolling_std_6h,NO2(GT)_rolling_mean_12h,NO2(GT)_rolling_std_12h,NO2(GT)_rolling_mean_24h,NO2(GT)_rolling_std_24h,C6H6(GT)_rolling_mean_6h,C6H6(GT)_rolling_std_6h,C6H6(GT)_rolling_mean_12h,C6H6(GT)_rolling_std_12h,C6H6(GT)_rolling_mean_24h,C6H6(GT)_rolling_std_24h,T_rolling_mean_6h,T_rolling_std_6h,T_rolling_mean_12h,T_rolling_std_12h,T_rolling_mean_24h,T_rolling_std_24h,RH_rolling_mean_6h,RH_rolling_std_6h,RH_rolling_mean_12h,RH_rolling_std_12h,RH_rolling_mean_24h,RH_rolling_std_24h,aqi_diff_1h,aqi_diff_3h,aqi_diff_24h,aqi_ewm_6h,aqi_ewm_24h,aqi_rolling_max_24h,aqi_rolling_min_24h,aqi_rolling_mean_72h,aqi_rolling_mean_168h,vapor_pressure_proxy,co_sensor_ratio,no2_sensor_ratio
15/06/2004,04.00.00,0.4,770.0,2.0,586.0,24.0,1326.0,38.0,1392.0,527.0,20.8,48.5,1.18,2004-06-15 04:00:00,1,0.0,0.0,0.0,20.0,47.5,20.0,47.5,NO2,50.0,0,4,1,0,6,3,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,2,0,41.25,41.25,54.56,92.63,103.87,22.5,48.75,72.98,64.39,0.4,0.5,0.7,0.3,0.5,33.0,33.0,43.0,18.0,39.0,1.0,1.4,2.8,0.5,3.1,21.0,21.0,31.0,12.0,25.0,21.0,20.7,21.6,19.1,24.4,47.1,48.3,45.8,50.7,48.3,732.0,754.0,792.0,724.0,879.0,1525.0,1490.0,1249.0,1917.0,1121.0,441.0,435.0,559.0,346.0,564.0,62.251666666666665,25.583173702000142,82.67333333333333,29.645955214937015,86.81416666666667,25.861829673439583,0.7333333333333328,0.3777124126457453,1.2,0.7173182379846793,1.2208333333333332,0.5725451694097952,49.666666666666664,20.471117865584926,65.83333333333333,23.598279341485945,69.45833333333333,20.903461678509807,2.916666666666669,1.833484842224469,5.091666666666666,3.3832363025345344,5.275,2.7389699745961784,21.25,0.472228758124597,21.95,1.034408043279065,22.558333333333334,1.804804377371533,46.88333333333333,1.2859497138951101,45.175000000000004,2.702566120627725,43.85,4.0951721310111235,6.25,-7.060000000000002,25.0,58.53504374915397,77.27760015569379,123.69,35.0,81.06597222222223,121.70017857142858,29.487999999999996,1540.0,35.69230769230769
15/06/2004,05.00.00,0.5,797.0,3.0,654.0,38.0,1097.0,51.0,1450.0,720.0,20.8,49.4,1.1994,2004-06-15 05:00:00,1,0.0,0.0,0.0,25.0,64.39,30.0,64.39,NO2,42.5,0,5,1,0,6,3,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,2,0,47.5,41.25,41.25,90.18,122.7,35.0,41.25,97.54,72.98,0.4,0.4,0.5,0.3,0.4,38.0,33.0,33.0,28.0,33.0,2.0,1.0,1.4,0.8,2.2,24.0,21.0,21.0,21.0,21.0,20.8,21.0,20.7,19.1,23.3,48.5,47.1,48.3,52.7,51.0,770.0,732.0,754.0,748.0,842.0,1326.0,1525.0,1490.0,1703.0,1237.0,527.0,441.0,435.0,380.0,512.0,57.953333333333326,21.84591739128191,77.81416666666667,27.163674760885005,88.03875,23.925002623688613,0.616666666666666,0.3060501048303528,1.0166666666666666,0.5638074031784054,1.2291666666666667,0.5598751154744551,46.166666666666664,17.463294839939866,62.416666666666664,22.40315859765159,70.41666666666667,19.3927746891704,2.550000000000002,1.4693535993763458,4.324999999999999,2.5708594247484284,5.366666666666666,2.616779744625886,21.083333333333332,0.41190613817538263,21.666666666666668,0.8015137194238684,22.629166666666663,1.693075197145166,47.51666666666666,1.4524691620364885,46.025000000000006,2.2120023836912264,43.7125,3.8320516130682347,16.89,23.14,29.39,60.20788839225284,76.24659214323829,123.69,41.25,80.60555555555555,121.78583333333333,30.0352,1328.3333333333335,27.884615384615383
15/06/2004,06.00.00,1.0,915.0,7.5,877.0,92.0,897.0,69.0,1651.0,937.0,19.9,51.8,1.1911,2004-06-15 06:00:00,1,0.0,0.0,0.0,50.0,86.49,75.45,86.49,NO2,76.67,0,6,1,0,6,3,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,2,0,64.39,47.5,41.25,98.77,123.69,77.89,46.25,76.67,86.49,0.5,0.4,0.4,0.7,0.4,51.0,38.0,33.0,62.0,37.0,3.0,2.0,1.0,3.5,1.5,38.0,24.0,21.0,66.0,25.0,20.8,20.8,21.0,20.3,21.6,49.4,48.5,47.1,49.3,48.1,797.0,770.0,732.0,888.0,797.0,1097.0,1326.0,1525.0,1196.0,1466.0,720.0,527.0,441.0,563.0,410.0,55.906666666666666,17.37485846465272,74.71416666666666,23.30016677986846,88.39708333333334,23.830608830035658,0.5833333333333327,0.23166067138526122,0.9083333333333332,0.3941811612428683,1.2416666666666665,0.5508228364015489,44.5,13.794926603646854,59.583333333333336,18.637490727189547,70.70833333333333,19.31316101537492,2.9500000000000024,2.359449088240774,4.099999999999999,2.0815204233268774,5.533333333333332,2.6201006729192944,20.8,0.547722557505054,21.36666666666667,0.7227892102298573,22.6125,1.7187742093155904,48.48333333333333,2.048820799061517,46.90833333333334,2.2264763573184547,43.81666666666667,4.019914196214768,22.099999999999994,45.239999999999995,8.599999999999994,67.71706313732346,77.06606477177924,123.69,41.25,80.74194444444444,121.77553571428572,31.0282,831.8181818181818,23.585714285714285
15/06/2004,07.00.00,4.4,1287.0,24.7,1423.0,311.0,610.0,116.0,2319.0,1482.0,20.9,49.3,1.2049,2004-06-15 07:00:00,1,0.0,0.0,0.0,130.61,136.58,231.97,231.97,C6H6,189.1,1,7,1,0,6,3,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,2,0,86.49,64.39,47.5,54.56,102.88,112.79,45.0,80.35,216.12,1.0,0.5,0.4,1.5,0.4,69.0,51.0,38.0,92.0,36.0,7.5,3.0,2.0,7.0,1.3,92.0,38.0,24.0,137.0,25.0,19.9,20.8,20.8,21.1,21.4,51.8,49.4,48.5,46.2,47.8,915.0,797.0,770.0,973.0,796.0,897.0,1097.0,1326.0,941.0,1534.0,937.0,720.0,527.0,779.0,392.0,85.47500000000001,73.83792297999744,85.47166666666668,50.91818104180522,93.36291666666666,37.58352558596708,1.1999999999999995,1.5836666315863333,1.1500000000000001,1.0808246010254432,1.3625,0.8479194485942319,56.666666666666664,32.16623488483957,62.416666666666664,24.130170979816256,71.70833333333333,21.010306304632813,6.600000000000001,9.175401898554643,5.599999999999999,6.312037561819311,6.270833333333333,4.7091473581297025,20.683333333333334,0.3970726214013472,21.25,0.6694638288826985,22.604166666666668,1.726891947141218,49.06666666666666,1.575648014839331,47.275000000000006,2.2279729882484447,43.94583333333333,4.1476005810241245,145.48000000000002,184.47,119.17999999999999,114.64647366951675,89.45837959003691,231.97,41.25,82.84777777777778,122.00125,30.023699999999998,286.0,19.82051282051282
15/06/2004,08.00.00,4.0,1195.0,24.8,1424.0,260.0,609.0,119.0,2244.0,1489.0,23.7,39.9,1.1508,2004-06-15 08:00:00,1,0.0,0.0,0.0,125.66,139.55,232.64,232.64,C6H6,268.3,1,8,1,0,6,3,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,2,0,231.97,86.49,64.39,41.25,92.63,116.76,53.33,101.89,313.48,4.4,1.0,0.5,1.8,0.4,116.0,69.0,51.0,96.0,42.0,24.7,7.5,3.0,8.7,1.2,311.0,92.0,38.0,151.0,30.0,20.9,19.9,20.8,21.5,20.5,49.3,51.8,49.4,44.5,46.8,1287.0,915.0,797.0,993.0,767.0,610.0,897.0,1097.0,886.0,1526.0,1482.0,937.0,720.0,842.0,377.0,117.37333333333333,90.3956403078527,97.13916666666667,66.39618190807127,98.19125000000001,46.987124629820535,1.7833333333333325,1.889356151355977,1.366666666666667,1.3600356501566282,1.4541666666666668,1.0021625168329367,71.0,38.1208604310029,66.16666666666667,29.08243247714835,72.66666666666667,22.628697952257294,10.500000000000002,11.259484890526746,7.1916666666666655,8.401781016095576,6.941666666666666,6.031361275912756,21.183333333333334,1.295247724053805,21.416666666666668,0.9721890326227562,22.69583333333333,1.7241202335422792,47.666666666666664,4.1010567743774295,46.725,3.0860757664653544,43.75416666666666,4.226415807715991,0.6699999999999875,168.25,115.87999999999998,148.35890976394052,100.91290922283396,232.64,41.25,84.66375,121.5514880952381,25.4163,291.4634146341464,18.7
15/06/2004,09.00.00,2.4,1003.0,10.9,1009.0,181.0,823.0,96.0,1710.0,1015.0,25.3,35.8,1.1421,2004-06-15 09:00:00,1,0.0,0.0,0.0,105.83,116.76,109.82,116.76,NO2,149.46,0,9,1,0,6,3,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,2,0,232.64,231.97,86.49,41.25,84.04,107.84,65.61,131.62,175.23,4.0,4.4,1.0,1.4,0.5,119.0,116.0,69.0,87.0,52.0,24.8,24.7,7.5,6.3,1.7,260.0,311.0,92.0,115.0,42.0,23.7,20.9,19.9,22.4,20.8,39.9,49.3,51.8,43.6,40.7,1195.0,1287.0,915.0,929.0,784.0,609.0,610.0,897.0,992.0,1460.0,1489.0,1482.0,937.0,692.0,389.0,129.95833333333334,82.5980385763892,99.86583333333334,66.48113545938946,98.56291666666668,47.10190252588528,2.116666666666666,1.7690863932173206,1.4833333333333334,1.3855312950983687,1.4958333333333336,1.0204343349202125,81.5,34.01617262420925,68.58333333333333,30.335872354609574,73.04166666666667,22.948864074695315,12.150000000000004,10.27088116959787,7.758333333333333,8.403620251613772,7.133333333333333,6.082953134833438,21.900000000000002,2.1080796948882017,21.691666666666666,1.4841332538394105,22.816666666666666,1.802333431166716,45.78333333333333,6.376650113238677,45.96666666666666,4.409562611443854,43.42916666666667,4.527930630774157,-115.87999999999998,30.27000000000001,8.920000000000002,139.3306498313861,102.18067648500725,232.64,41.25,84.45736111111111,120.77130952380953,23.377399999999998,401.2,17.628865979381445
15/06/2004,10.00.00,2.1,1037.0,11.9,1046.0,177.0,838.0,109.0,1763.0,1004.0,28.8,29.1,1.1349,2004-06-15 10:00:00,1,0.0,0.0,0.0,102.12,129.64,119.73,129.64,NO2,135.59,0,10,1,0,6,3,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,2,0,116.76,232.64,231.97,47.5,92.63,104.86,75.44,141.53,193.06,2.4,4.0,4.4,1.5,0.6,96.0,119.0,116.0,84.0,60.0,10.9,24.8,24.7,7.0,2.5,181.0,260.0,311.0,118.0,52.0,25.3,23.7,20.9,24.8,22.3,35.8,39.9,49.3,39.1,35.3,1003.0,1195.0,1287.0,962.0,811.0,823.0,609.0,610.0,941.0,1315.0,1015.0,1489.0,1482.0,779.0,432.0,143.64833333333334,72.37182861215179,102.94999999999999,66.97160443053455,99.59541666666667,47.51571758071398,2.4,1.5633297796690249,1.5666666666666667,1.3904435743076118,1.5208333333333333,1.0278636209091185,93.33333333333333,27.60193229950883,71.5,32.508740083525154,74.08333333333333,24.010716206594587,13.800000000000002,9.03504288866412,8.358333333333333,8.42242227448237,7.3374999999999995,6.160026291587051,23.23333333333333,3.4045068169511246,22.241666666666664,2.538237875998214,22.983333333333334,2.1459094892915735,42.55,9.072320541074362,44.71666666666667,6.579145196387801,43.012499999999996,5.3322898662200116,12.879999999999981,-102.33000000000001,24.779999999999987,136.56189273670435,104.37742236620667,232.64,41.25,84.29222222222222,120.40559523809523,20.020799999999998,471.3636363636363,16.027272727272727
15/06/2004,11.00.00,2.7,1114.0,16.0,1181.0,180.0,747.0,115.0,1928.0,1129.0,30.3,26.9,1.1399,2004-06-15 11:00:00,1,0.0,0.0,0.0,109.55,135.59,160.36,160.36,C6H6,104.86,0,11,1,0,6,3,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,2,0,129.64,116.76,232.64,64.39,90.18,91.4,92.63,116.76,179.19,2.1,2.4,4.0,1.2,0.7,109.0,96.0,119.0,73.0,74.0,11.9,10.9,24.8,5.5,2.5,177.0,181.0,260.0,95.0,62.0,28.8,25.3,23.7,23.9,21.7,29.1,35.8,39.9,42.1,38.3,1037.0,1003.0,1195.0,906.0,838.0,838.0,823.0,609.0,1026.0,1292.0,1004.0,1015.0,1489.0,633.0,502.0,159.64333333333335,61.07497709100401,108.79833333333335,68.79452473368306,102.46875,49.05858222241996,2.766666666666666,1.256450025534907,1.6916666666666667,1.42156017576933,1.5833333333333333,1.0528085282241246,104.0,18.994736112934074,75.08333333333333,34.8541332708277,75.83333333333333,25.417670448223486,15.966666666666669,7.323842343105612,9.258333333333333,8.628753026241894,7.7749999999999995,6.392335764158462,24.816666666666666,4.169612292128223,22.950000000000003,3.4323328933699693,23.25,2.6118459239462273,38.8,10.248512087127544,43.15833333333333,8.33202565497447,42.37916666666667,6.266264344933184,30.720000000000027,-72.27999999999997,68.96000000000001,143.3613519547888,108.85602857691015,232.64,41.25,84.89777777777778,120.3525,18.9107,397.85714285714283,16.620689655172413
15/06/2004,12.00.00,2.8,1085.0,15.7,1171.0,174.0,767.0,118.0,1863.0,1068.0,32.8,23.3,1.138,2004-06-15 12:00:00,1,0.0,0.0,0.0,110.79,138.56,157.39,157.39,C6H6,105.86,0,12,1,0,6,3,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,2,0,160.36,129.64,116.76,86.49,98.77,90.18,81.58,121.71,194.05,2.7,2.1,2.4,1.2,0.7,115.0,109.0,96.0,72.0,65.0,16.0,11.9,10.9,5.3,2.7,180.0,177.0,181.0,86.0,67.0,30.3,28.8,25.3,25.5,24.4,26.9,29.1,35.8,38.3,29.6,1114.0,1037.0,1003.0,915.0,821.0,747.0,838.0,823.0,1029.0,1295.0,1129.0,1004.0,1015.0,616.0,469.0,171.46,49.93321499763451,113.68333333333332,70.0868142615523,105.26916666666666,50.23087461405365,3.0666666666666664,0.920144916122818,1.8250000000000002,1.4460761956537282,1.6499999999999997,1.0778400300762545,112.16666666666667,8.658329323066216,78.33333333333333,37.00450423034127,77.75,26.812148447072026,17.333333333333336,6.088896999183571,10.141666666666666,8.706576232766219,8.208333333333334,6.567371035569773,26.966666666666665,4.444172213884932,23.88333333333333,4.41419885315012,23.554166666666664,3.23580232193909,34.05,9.602447604647415,41.26666666666667,10.03170730808833,41.75416666666667,7.345864211547463,-2.9700000000000273,40.62999999999998,67.20999999999998,147.36953711056344,112.73874629075735,232.64,41.25,85.39333333333335,120.3525,16.9624,374.1379310344828,15.655462184873949
15/06/2004,13.00.00,2.3,1024.0,13.1,1087.0,140.0,824.0,118.0,1745.0,924.0,33.9,21.4,1.1135,2004-06-15 13:00:00,1,0.0,0.0,0.0,104.59,138.56,131.62,138.56,NO2,137.57,0,13,1,0,6,3,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,2,0,157.39,160.36,129.64,231.97,54.56,85.26,65.61,111.8,187.12,2.8,2.7,2.1,1.3,0.6,118.0,115.0,109.0,68.0,52.0,15.7,16.0,11.9,5.5,1.9,174.0,180.0,177.0,85.0,47.0,32.8,30.3,28.8,25.4,23.4,23.3,26.9,29.1,39.2,34.9,1085.0,1114.0,1037.0,928.0,793.0,767.0,747.0,838.0,1012.0,1380.0,1068.0,1129.0,1004.0,606.0,427.0,155.89166666666665,41.06906788163893,120.68333333333332,67.80255885937336,107.49,50.485374550242625,2.7166666666666663,0.6794605703546513,1.9583333333333333,1.4061283617426137,1.6916666666666667,1.0830378638315246,112.5,8.87130204648684,84.58333333333333,36.82750536643993,79.83333333333333,27.940412786261184,15.4,5.031898250163655,10.999999999999998,8.419997840638889,8.525,6.6141646421179825,29.133333333333336,4.046068050177485,24.908333333333335,5.194832805662579,23.90833333333333,3.8529397773045937,29.400000000000002,7.193886293235278,39.233333333333334,11.407759188244249,41.0125,8.43307734331079,-18.829999999999984,8.920000000000016,53.3,144.85252650754532,114.80444658749677,232.64,41.25,85.765,120.33482142857143,15.8146,426.6666666666667,14.663865546218487
15/06/2004,14.00.00,2.0,1017.0,12.2,1057.0,122.0,859.0,112.0,1698.0,861.0,35.3,19.6,1.1036,2004-06-15 14:00:00,1,0.0,0.0,0.0,100.0,132.61,122.7,132.61,NO2,141.53,0,14,1,0,6,3,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,2,0,138.56,157.39,160.36,232.64,41.25,77.89,50.0,85.26,157.39,2.3,2.8,2.7,1.0,0.5,118.0,118.0,115.0,62.0,40.0,13.1,15.7,16.0,3.8,1.8,140.0,174.0,180.0,66.0,35.0,33.9,32.8,30.3,25.6,23.5,21.4,23.3,26.9,37.0,35.2,1024.0,1085.0,1114.0,855.0,794.0,824.0,767.0,747.0,1134.0,1426.0,924.0,1068.0,1129.0,526.0,406.0,139.22,16.836889261381057,128.29666666666665,63.03396895662088,109.77,50.32583950357068,2.3833333333333324,0.3188521078284862,2.0833333333333335,1.3292741240879156,1.7333333333333334,1.07447324472189,111.33333333333333,8.286535263104135,91.16666666666667,33.696056778564625,81.91666666666667,28.412974174649094,13.300000000000002,2.0985709423319663,11.899999999999999,7.859100110410512,8.875,6.575398814157024,31.066666666666663,3.686009585807823,26.124999999999996,5.794688006347648,24.3125,4.493600522095133,26.016666666666666,5.930739133250149,36.84166666666667,12.30716408758693,40.2875,9.476438172371694,-5.949999999999989,-27.75,54.72000000000001,141.3546617911038,116.22889086049703,232.64,41.25,86.4226388888889,120.14011904761905,14.7588,484.2857142857143,15.026548672566372
15/06/2004,15.00.00,2.6,1053.0,15.8,1173.0,189.0,785.0,140.0,1808.0,981.0,34.0,20.8,1.0898,2004-06-15 15:00:00,1,0.0,0.0,0.0,108.31,160.36,158.38,160.36,NO2,127.66,0,15,1,0,6,3,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,2,0,132.61,138.56,157.39,116.76,41.25,87.72,61.93,95.09,136.58,2.0,2.3,2.8,1.4,0.6,112.0,118.0,118.0,70.0,49.0,12.2,13.1,15.7,5.4,2.4,122.0,140.0,174.0,74.0,45.0,35.3,33.9,32.8,24.5,22.4,19.6,21.4,23.3,38.4,39.0,1017.0,1024.0,1085.0,920.0,821.0,859.0,824.0,767.0,1046.0,1309.0,861.0,924.0,1068.0,588.0,430.0,146.48666666666668,14.443168165837836,138.2225,57.187699587331835,112.79666666666667,51.12013188615611,2.416666666666666,0.33115957885386393,2.2666666666666666,1.2235071299218883,1.7833333333333334,1.0861446243146142,118.66666666666667,11.021191708098911,100.08333333333333,30.94998408968124,84.83333333333333,30.641924486426845,14.116666666666667,1.923971586761804,13.133333333333331,7.1195420349822225,9.308333333333332,6.678317717526779,32.516666666666666,2.476624046291093,27.20833333333333,5.962223248135395,24.708333333333332,4.909964727285538,23.516666666666666,3.738136790790899,34.650000000000006,12.651230626450456,39.55416666666667,10.276100561673374,27.75,2.9700000000000273,72.64000000000001,146.784758422217,119.75937959165728,232.64,41.25,87.32916666666667,120.12244047619048,15.392000000000001,390.0,12.822695035460994
15/06/2004,16.00.00,2.7,1065.0,16.6,1198.0,169.0,766.0,137.0,1852.0,1043.0,35.3,18.8,1.0572,2004-06-15 16:00:00,1,0.0,0.0,0.0,109.55,157.39,166.31,166.31,C6H6,133.6,0,16,1,0,6,3,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,2,0,160.36,132.61,138.56,129.64,47.5,103.87,70.53,104.86,145.5,2.6,2.0,2.3,1.6,0.8,140.0,112.0,118.0,83.0,56.0,15.8,12.2,13.1,6.7,2.6,189.0,122.0,140.0,108.0,53.0,34.0,35.3,33.9,23.9,22.0,20.8,19.6,21.4,39.9,41.7,1053.0,1017.0,1024.0,917.0,849.0,785.0,859.0,824.0,985.0,1274.0,981.0,861.0,924.0,674.0,453.0,152.59833333333333,13.623986812481432,148.12333333333333,49.86963046207832,115.39833333333335,52.22306034582885,2.516666666666666,0.3060501048303501,2.4583333333333335,1.0757309002241084,1.8291666666666666,1.1011769066367778,123.33333333333333,11.994443157840555,108.33333333333333,25.634966650095723,87.08333333333333,32.431756668113294,14.900000000000004,1.7933209417168074,14.35,6.236767810915586,9.720833333333333,6.8145610829769065,33.6,1.8740330840197774,28.416666666666668,6.0145026747223636,25.183333333333334,5.35923961727427,21.8,2.941428224519108,32.175000000000004,12.600441911442555,38.675,11.113691125579434,5.949999999999989,27.75,62.44,152.36339887301216,123.4834292243247,232.64,41.25,88.1826388888889,120.14017857142856,14.156400000000001,380.35714285714283,13.420289855072463
15/06/2004,17.00.00,3.1,1136.0,18.4,1250.0,172.0,722.0,143.0,1940.0,1124.0,32.6,24.1,1.1688,2004-06-15 17:00:00,1,0.0,0.0,0.0,114.51,163.33,184.14,184.14,C6H6,131.62,0,17,1,0,6,3,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,2,0,166.31,160.36,132.61,160.36,64.39,122.7,74.21,95.09,214.77,2.7,2.6,2.0,2.7,0.8,137.0,140.0,112.0,92.0,59.0,16.6,15.8,12.2,12.2,3.0,169.0,189.0,122.0,150.0,57.0,35.3,34.0,35.3,24.2,21.7,18.8,20.8,19.6,39.2,42.7,1065.0,1053.0,1017.0,1072.0,852.0,766.0,785.0,859.0,812.0,1246.0,1043.0,981.0,861.0,885.0,470.0,156.56166666666667,18.80664926739119,158.1025,43.114756411866175,117.95833333333333,54.06981024296431,2.5833333333333326,0.38686776379877935,2.6750000000000003,0.8915002676795616,1.8458333333333332,1.1178314280110724,128.0,13.461054936371122,116.0,20.086177970299588,89.20833333333333,34.380200528877054,15.300000000000002,2.2873565528793383,15.633333333333331,5.184651006635468,9.979166666666666,7.026841653487618,33.98333333333333,1.1651895410907949,29.400000000000002,5.606814036185223,25.533333333333335,5.562660191472856,21.333333333333332,2.0607442021425793,30.066666666666666,11.527227320434502,38.045833333333334,11.503269069067397,17.829999999999984,51.52999999999997,61.43999999999998,161.44242776643725,128.33595488637872,232.64,41.25,89.41944444444444,119.98517857142856,17.496599999999997,355.0,13.472222222222221
15/06/2004,18.00.00,3.1,1100.0,16.7,1202.0,154.0,732.0,148.0,1856.0,1004.0,30.8,28.7,1.2507,2004-06-15 18:00:00,1,0.0,0.0,0.0,114.51,168.29,167.3,168.29,NO2,126.67,0,18,1,0,6,3,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,2,0,184.14,166.31,160.36,157.39,86.49,123.69,85.26,76.67,251.13,3.1,2.7,2.6,2.3,1.0,143.0,137.0,140.0,103.0,68.0,18.4,16.6,15.8,10.2,2.9,172.0,169.0,189.0,157.0,71.0,32.6,35.3,34.0,23.5,20.7,24.1,18.8,20.8,41.2,43.4,1136.0,1065.0,1053.0,1000.0,847.0,722.0,766.0,785.0,846.0,1245.0,1124.0,1043.0,981.0,879.0,480.0,158.37833333333333,19.419146651350687,164.91916666666665,36.76156106546223,119.81666666666666,55.033216741596696,2.6333333333333324,0.43665394383500994,2.85,0.722998805481224,1.8791666666666667,1.1435943209960824,133.0,14.532721699668006,122.58333333333333,15.76220066161357,91.08333333333333,36.33649102087523,15.466666666666669,2.3576824779148513,16.4,4.50877931474707,10.25,7.15973038112714,33.65,1.7236588989706434,30.308333333333334,4.744462481928187,25.837500000000002,5.645607180346712,22.233333333333334,3.654403736133207,28.141666666666666,9.27709381740703,37.525,11.636458821868606,-15.849999999999994,7.929999999999978,44.599999999999994,163.3988769760266,131.5322784954684,232.64,41.25,90.69194444444445,119.64934523809524,20.319599999999998,343.75,12.456375838926174
15/06/2004,19.00.00,3.6,1143.0,20.8,1319.0,192.0,673.0,158.0,2001.0,1190.0,28.7,31.2,1.2099,2004-06-15 19:00:00,1,0.0,0.0,0.0,120.7,178.2,206.22,206.22,C6H6,183.15,1,19,1,0,6,3,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,2,0,168.29,184.14,166.31,138.56,231.97,102.88,90.18,65.61,237.92,3.1,3.1,2.7,1.5,1.0,148.0,143.0,137.0,82.0,72.0,16.7,18.4,16.6,6.7,3.5,154.0,172.0,169.0,93.0,67.0,30.8,32.6,35.3,22.3,20.3,28.7,24.1,18.8,44.9,42.6,1100.0,1136.0,1065.0,914.0,849.0,732.0,722.0,766.0,972.0,1215.0,1004.0,1124.0,1043.0,703.0,472.0,169.655,24.570696978311215,162.77333333333334,33.056735617676786,124.1225,57.631808944140694,2.8499999999999996,0.5468089245796932,2.7833333333333337,0.5921199714636081,1.9666666666666668,1.19261009578978,139.66666666666666,15.422926656982716,126.08333333333333,18.57886547731705,94.25,38.74246069714166,16.750000000000004,2.8549956217129355,16.075,3.9637275844382263,10.8375,7.4291911023194706,32.78333333333333,2.637738930725956,30.958333333333332,3.773221033771658,26.104166666666668,5.622352839272461,23.86666666666667,5.108293909581212,26.633333333333336,6.613255742457993,36.954166666666666,11.594900647029835,37.93000000000001,39.91,103.34,175.63348355430472,137.50729621583093,232.64,41.25,92.64486111111111,119.4842261904762,21.4344,308.9189189189189,12.584905660377359
